date,text
2020-08-12,". Vanaf vandaag kan via een <a href=""https://www.rijksoverheid.nl/onderwerpen/coronavirus-covid-19/testen/afspraak-maken"" rel=""noreferrer noopener nofollow"" target=""_blank"">digitale portal</a> de testuitslag worden bekeken. Op een <a href=""https://www.omropfryslan.nl/nieuws/984630-ggd-opent-testlocatie-op-terschelling-na-coronabesmetting-bij-campinggasten"" rel=""noreferrer noopener nofollow"" target=""_blank"">camping in Terschelling</a> is een uitbraak. Ook in <a href=""https://www.ad.nl/gouda/coronapiek-gouda-te-wijten-aan-bruiloften-bbq-s-en-familiefeesten~a09ccc4c/"" rel=""noreferrer noopener nofollow"" target=""_blank"">Gouda</a> en <a href=""https://www.telegraaf.nl/nieuws/586883295/relatief-veel-nieuwe-coronabesmettingen-in-zandvoort"" rel=""noreferrer noopener nofollow"" target=""_blank"">Zandvoort</a> zijn er zorgen. Het reisadvies naar Malta is aangescherpt. Zorgexperts vinden dat de communicatie van de regering beter moet en dat er minder moet worden gekibbeld. De Tweede Kamer is terug van reces voor een coronadebat. De GGD weet nog niet hoe ze de verplichte quarantaine die minister De Jonge aankondigde <a href=""https://nos.nl/artikel/2343795-ggd-geen-pasklaar-plan-voor-handhaven-verplichte-quarantaine.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">moet uitvoeren</a>. De Tweede Kamer fluit de minister later op de dag terug op dit plan. Bij een stemming in de Tweede Kamer over meer loon voor zorgmedewerkers, is de coalitie ‘<a href=""https://nos.nl/artikel/2343877-coronadebat-eindigt-in-tumult-de-coalitie-is-letterlijk-weggerend.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">weggerend</a>‘, waardoor niet gestemd kon worden. Een motie om <a href=""https://www.partijvoordedieren.nl/nieuws/ontmoedig-onnodige-pretvluchten-naar-risicogebieden"" rel=""noreferrer noopener nofollow"" target=""_blank"">pretvluchten</a> naar besmette gebieden te ontmoedigen is aangenomen. De GGD kan <a href=""https://nos.nl/artikel/2343851-ggd-gewezen-op-tekortkoming-contactonderzoek-maar-wilde-uitstralen-er-klaar-voor-te-zijn.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">het contactonderzoek amper aan</a>. Verwacht wordt dat het aantal ziekenhuisopnamen de komende weken <a href=""https://nos.nl/artikel/2343870-kuipers-over-twee-weken-zijn-opnamecijfers-niet-meer-zo-laag.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">flink gaat stijgen</a>. Diederik Gommers denkt dat de tweede coronagolf in dit tempo <a href=""https://nos.nl/artikel/2343870-diederik-gommers-tweede-coronagolf-kan-al-in-september-komen.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">al in september</a> kan komen."
2020-08-13,"  . De Veiligheidsregio’s willen <a href=""https://www.ad.nl/binnenland/veiligheidsregio-s-quarantaineplicht-moet-er-snel-komen~aeb0d1f7/"" rel=""noreferrer noopener nofollow"" target=""_blank"">een quarantaineplicht</a> voor contacten van coronapatiënten. Inreizen vanaf Marokko is vanaf vandaag niet meer mogelijk. Een supermarkt in Twente moet dicht vanwege het overtreden van <a href=""https://nos.nl/artikel/2343916-twentse-supermarkt-gedwongen-dicht-na-langdurig-overtreden-coronaregels.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">coronaregels</a>. Op Schiphol is een corona-teststraat geopend. Het Landelijk Coördinatiecentrum Patiënten Spreiding roept GGD’s op om snel te testen. Experts trekken de <a href=""https://nos.nl/nieuwsuur/artikel/2343978-experts-trekken-ventilatierichtlijn-rivm-in-twijfel.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">ventilatierichtlijn RIVM in twijfel</a>. Nertsenfokkerij 30 is besmet. In de regio Eindhoven worden door oplichters coronatesten aangeboden."
2020-08-14," . Engeland plaatst reizigers uit Nederland <a href=""https://nos.nl/artikel/2343998-zelfisolatie-voor-reizigers-uit-nederland-in-groot-brittannie.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">in zelfisolatie</a>. Wie met de trein naar Zandvoort wil, moet zich voortaan <a href=""https://www.ns.nl/reisinformatie/calamiteiten/meld-je-reis-naar-zandvoort-aan.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">aanmelden bij de NS</a>. Twintig bezoekers aan de Efteling hebben <a href=""https://www.bd.nl/brabant/ggd-twintig-efteling-bezoekers-met-corona-in-drie-weken-tijd~a5f59262/"" rel=""noreferrer noopener nofollow"" target=""_blank"">corona opgelopen</a>, maar dit wordt niet ernstig gevonden. De WHO roept minister de Jonge op een mondkapje te dragen. Premier Rutte maakt zich zorgen over de stijging van het aantal <a href=""https://www.rtlnieuws.nl/nieuws/nederland/artikel/5177375/premier-rutte-blijft-achter-quarantaineplicht-staan-wekelijkse"" rel=""noreferrer noopener nofollow"" target=""_blank"">besmette personen</a>. België geeft een <a href=""https://www.rtvutrecht.nl/nieuws/2085134/"" rel=""noreferrer noopener nofollow"" target=""_blank"">negatief reisadvies</a> af voor Utrecht, Noord-Brabant en Flevoland. Het 31e nertsenbedrijf is besmet. Het reproductiegetal is 0,99."
2020-08-15,"  . Het is al drie maanden bekend dat bron- en contactonderzoeken bij de GGD <a href=""https://nos.nl/artikel/2344156-ministerie-en-ggd-wisten-al-in-mei-dat-bron-en-contactonderzoek-langer-duurde.html"" rel=""noreferrer noopener"" target=""_blank"">meer tijd kosten</a>, maar er is geen actie ondernomen om extra personeel hiervoor op te leiden. Eén op de tien Nederlanders gelooft dat het coronavirus een groot complot is, <a href=""https://www.trouw.nl/binnenland/een-op-de-tien-nederlanders-gelooft-dat-er-rond-corona-vieze-spelletjes-worden-gespeeld~bd98ce41/"" rel=""noreferrer noopener nofollow"" target=""_blank"">meldt Trouw</a>. Er is een uitbraak bij de <a href=""https://www.omroepbrabant.nl/nieuws/3246479/24-medewerkers-van-hema-in-tilburg-in-quarantaine-na-meerdere-coronabesmettingen"" rel=""noreferrer noopener nofollow"" target=""_blank"">HEMA in Tilburg</a>, bij een <a href=""https://www.eur.nl/nieuws/ssr-uitgesloten-van-alle-fysieke-en-online-activiteiten-eurekaweek"" rel=""noreferrer noopener nofollow"" target=""_blank"">studentenvereniging</a> in Rotterdam en in een in verpleeghuis in Capelle aan den IJssel. Een oefenwedstrijd bij ADO Den Haag wordt afgeblazen, na een uitbraak onder de spelers. Er zijn zorgen over verspreiding van het <a href=""https://www.omropfryslan.nl/nieuws/985248-kramer-een-categorie-mensen-tussen-20-45-jaar-neemt-het-niet-serieus"" rel=""noreferrer noopener nofollow"" target=""_blank"">virus in Dokkum</a>. Huisartsen zagen dit voorjaar niet het verschil <a href=""https://www.rtlnieuws.nl/onderzoek/artikel/5176872/hartinfarct-gemist-corona-crisis-huisarts-over-hoofd-gezien-hart-arts"" rel=""noreferrer noopener nofollow"" target=""_blank"">tussen hartfalen en corona</a>. Er wordt geprotesteerd op het Malieveld, waar kinderen <a href=""https://twitter.com/Foaroan/status/1294603688863059970"" rel=""noreferrer noopener nofollow"" target=""_blank"">met een Jodenster en de tekst ‘ongevaccineerd’ lopen</a>. Het reisadvies voor Brussel, Madrid, Parijs en diverse vakantiegebieden <a href=""https://nos.nl/artikel/2344206-oranje-reisadvies-en-quarantaine-voor-brussel-parijs-madrid-mallorca-en-ibiza.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">wordt aangescherpt</a>."
2020-08-16,"  . Een illegaal feest in Eindhoven is beëindigd. Een politiehelikopter constateerde dat er onvoldoende afstand werd gehouden. Het coronavirus heeft <a href=""https://www.lc.nl/friesland/vlieland/Coronabesmetting-gemeld-op-Vlieland-25932986.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">Vlieland bereikt</a>. Er is een 32e en 33e nertsenbedrijf <a href=""https://www.rijksoverheid.nl/actueel/nieuws/2020/08/16/nieuwe-besmetting-covid-19-bij-twee-nertsenbedrijven"" rel=""noreferrer noopener nofollow"" target=""_blank"">besmet</a>. ’s avonds komt een eind aan de hitte die ruim 10 dagen duurde. De corona-app is tegen middernacht beschikbaar en alleen te gebruiken in delen van <a href=""https://nos.nl/artikel/2344392-corona-app-online-testfase-in-overijssel-en-drenthe.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">Drenthe en Overijssel</a>."
2020-08-17," . De scholen in de regio Noord gaan open. De afsprakentool van de GGD kampt kort met een storing. Een school in Amstelveen gaat dicht, omdat de ventilatie <a href=""https://www.nhnieuws.nl/nieuws/271510/voorlopig-geen-les-op-amstelveense-middelbare-school-na-uitkomst-onderzoek-van-ventilatie"" rel=""noreferrer noopener nofollow"" target=""_blank"">niet in orde is</a>. Voor morgen wordt een persconferentie aangekondigd. De pijlen lijken zich nu te richten op de grote samenkomsten. Op verzoek van de <a href=""https://nos.nl/artikel/2344465-privacywaakhond-blijft-kritisch-over-corona-app.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">Autoriteit Persoonsgegevens</a> komt er een spoedwet om de juridische basis van de app CoronaMelder goed op orde te krijgen. Het reisadvies naar Zweden wordt aangepast naar geel, met uitzondering van het Zuiden. Theater Carré moet reorganiseren. Minister de Jonge zegt dat er extra maatregelen voor Amsterdam komen. Er komt een landelijk team om de ventilatie in scholen op orde te krijgen. In het UMC overlijdt een patiënt die <a href=""https://www.rtlnieuws.nl/nieuws/nederland/artikel/5182816/ahmed-utrecht-coronavirus-intensive-care-123-dagen-overleden-imane"" rel=""noreferrer noopener nofollow"" target=""_blank"">123 dagen met corona</a> op de intensive care lag. Het RIVM wijzigt de mondkapjesrichtlijn voor <a href=""https://nos.nl/nieuwsuur/artikel/2348840-mondkapjesrichtlijn-rivm-voor-ouderenzorg-toch-gebaseerd-op-schaarste.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">ouderenzorg 180 graden</a>. Niemand wordt <a href=""https://nos.nl/nieuwsuur/artikel/2348891-het-afraden-van-mondkapjes-door-schaarste-is-grof-schandaal.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">verder geïnformeerd</a>."
2020-08-18,"   De PvdA komt met een eigen coronareddingsplan. Sommige middelbare scholen in Noord-Holland, voeren een verplichting voor mondkapjes in. De corona-app is door 431.212 mensen gedownload. De coronateststraat op Schiphol <a href=""https://eenvandaag.avrotros.nl/item/de-coronateststraat-op-schiphol-is-moeilijk-te-vinden-en-de-capaciteit-is-onvoldoende/"" rel=""noreferrer noopener nofollow"" target=""_blank"">functioneert nauwelijks</a>. Het aantal besmette nertsenbedrijven is met drie gegroeid tot 36. ’s Avonds is een persconferentie van premier Rutte en minister De Jonge. Het advies is <a href=""https://www.nu.nl/coronavirus/6071703/rutte-geef-thuis-geen-feestjes-meer-of-met-maximaal-zes-gasten.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">thuis geen feestjes meer te geven</a> en als het dan toch gebeurd, dan met maximaal 6 personen. Het thuiswerken-advies blijft actief na 1 september. De periode van thuisquarantaine gaat van 14 dagen naar 10 dagen. De Bijenkorf in Amsterdam <a href=""https://www.at5.nl/artikelen/203888/bijenkorf-gesloten-vanwege-met-coronavirus-besmette-medewerkers"" rel=""noreferrer noopener nofollow"" target=""_blank"">wordt gesloten</a> vanwege een corona-uitbraak onder het personeel. Amsterdam vraagt of toeristen willen wegblijven. Een uur later meldt de NOS dat dit <a href=""https://nos.nl/artikel/2344604-amsterdam-verscherpt-maatregelen-verwarring-over-ontmoediging-toeristen.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">weer is ingetrokken</a>. Meer maatregelen worden niet uitgesloten. In Rotterdam <a href=""https://www.rijnmond.nl/nieuws/198238/Ondernemers-sturen-brandbrief-om-mondkapjesplicht-We-zien-een-enorme-terugloop-in-het-aantal-bezoekers"" rel=""noreferrer noopener nofollow"" target=""_blank"">daalt het winkelbezoek</a> door mondkapjes."
2020-08-19,"  . IJsland gooit de grens dicht. Haarlem sluit drie horecazaken na overtredingen. In Oldenzaal wordt één café gesloten na een uitbraak. De regio’s die afhankelijk zijn van Schiphol hebben te maken met de <a href=""https://www.rtlnieuws.nl/economie/artikel/5178049/coronacrisis-economie-krimpt-werkloosheid-regio-regionaal"" rel=""noreferrer noopener"" target=""_blank"">grootste economische krimp</a>. Het RIVM zegt dat de besmetting in een verpleegtehuis in Maassluis niet komt door ventilatie. De microbioloog die het heeft onderzocht en een andere conclusie heeft, was eerder de mond gesnoerd. Het RIVM meet nu op 80 locaties het rioolwater. De mondkapjesplicht in drukke gebieden in Amsterdam houdt stand <a href=""https://www.at5.nl/artikelen/203905/mondkapjesplicht-in-drukke-gebieden-houdt-stand-bij-de-rechter"" rel=""noreferrer noopener nofollow"" target=""_blank"">bij de rechter</a>. Alle kermissen in Midden- en West-Brabant <a href=""https://www.bd.nl/brabant/alle-kermissen-in-regio-midden-en-west-brabant-tot-1-november-afgelast~a83a5ab8/"" rel=""noreferrer noopener nofollow"" target=""_blank"">zijn tot 1 november verboden</a>. De corona-app is voor het eerst gebruikt. Vier op de tien Nederlanders heeft <a href=""https://www.ad.nl/binnenland/onvrede-over-coronabeleid-groeit-nederland-ernstig-verdeeld~a84342bb/"" rel=""noreferrer noopener nofollow"" target=""_blank"">geen vertrouwen</a> in het coronabeleid van het kabinet en het RIVM."
2020-08-20,"  . Kermisexploitanten <a href=""https://www.omroepbrabant.nl/nieuws/3248208/woedende-exploitanten-voeren-in-tilburg-actie-tegen-verbod-op-kermissen"" rel=""noreferrer noopener"" target=""_blank"">protesteren in Tilburg</a>. Na winkeliers in Rotterdam, zien ook Amsterdamse winkeliers de omzet dalen door de mondkapjesplicht. De werkloosheid <a href=""https://www.rtlnieuws.nl/economie/artikel/5178398/werkloosheid-gestegen-45-procent-coronacrisis"" rel=""noreferrer noopener"" target=""_blank"">stijgt verder</a>. Een restaurant in Rotterdam wordt gesloten. Ahoy ontslaat 40 procent van het personeel. Zes van de tien inwoners van Gouda die zijn besmet met corona heeft een <a href=""https://www.ad.nl/gouda/nieuwe-coronabesmetting-zes-van-de-tien-keer-een-marokkaanse-gouwenaar-afstand-zijn-wij-niet-gewend~a28bcdda/"" rel=""noreferrer noopener"" target=""_blank"">Marokkaanse afkomst</a>. Patiënten met COVID hebben een kleinere sterftekans als ze op <a href=""https://nos.nl/artikel/2344836-behandeling-coronapatient-verbeterd-artsen-hopen-op-30-procent-minder-sterfte-op-ic.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">de IC terecht komen</a>. Tientallen mensen hebben in Den Haag <a href=""https://nos.nl/artikel/2344794-grimmige-confrontatie-demonstranten-en-politie-bij-binnenhof.html"" rel=""noreferrer noopener"" target=""_blank"">gedemonstreerd tegen de coronamaatregelen</a>. "
2020-08-21," . Het dragen van een mondkapje zorgt er niet voor <a href=""https://www.volkskrant.nl/nieuws-achtergrond/nederlander-met-mondkapje-wordt-niet-opeens-onvoorzichtig~b51d1236/"" rel=""noreferrer noopener nofollow"" target=""_blank"">dat mensen roekeloos worden</a>. De CoronaMelder-app is door bijna 1,5 miljoen mensen niet te gebruiken, vanwege een te <a href=""https://www.nu.nl/tech/6072160/bijna-15-miljoen-mensen-met-smartphone-kunnen-corona-app-niet-gebruiken.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">oude smartphone</a>. De app is door 828.000 personen gedownload. Wie een melding krijgt kan zich <a href=""https://www.nu.nl/tech/6071688/iedereen-die-waarschuwing-krijgt-van-corona-app-kan-zich-bij-ggd-laten-testen.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">laten testen</a>. Koninklijke Horeca Nederland verliest een <a href=""https://www.khn.nl/nieuws/rechter-wijst-vorderingen-khn-inzake-coronamaatregelen-af"" rel=""noreferrer noopener nofollow"" target=""_blank"">kort-geding tegen de Staat</a>. In Amsterdam zijn <a href=""https://www.at5.nl/artikelen/203944/twee-horecagelegenheden-dicht-na-overtreden-coronaregels"" rel=""noreferrer noopener nofollow"" target=""_blank"">twee horecagelegenheden</a> gesloten wegens overtreding van de regels. De marathon van Amsterdam gaat niet door. Er blijken 50 Twittertrollen actief te zijn, die <a href=""https://pointer.kro-ncrv.nl/artikelen/zeker-50-twitter-trollen-verspreiden-misinformatie-covid-19-in-nederland"" rel=""noreferrer noopener nofollow"" target=""_blank"">complottheorieën verspreiden</a>. De coronaregels in de supermarkt worden <a href=""https://nos.nl/nieuwsuur/artikel/2344934-coronaregels-minder-nageleefd-in-supermarkten-handhaving-moet-beter.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">minder nageleefd</a>. Het 37e nertsenbedrijf is besmet. In Geertruidenberg is het carnaval voor <a href=""https://nos.nl/artikel/2344976-streep-door-carnaval-in-brabants-dorp-vanwege-corona.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">komend seizoen afgeblazen</a>. Het reisadvies van Slovenië gaat naar oranje, omdat Nederlanders niet welkom zijn. Het reproductiegetal is gestegen naar 1,17."
2020-08-22,"  . Hulpverleners hebben <a href=""https://www.ad.nl/binnenland/hulpverleners-slaan-alarm-spugen-duwen-en-intimideren-neemt-snel-toe~a7a22fc6/"" rel=""noreferrer noopener nofollow"" target=""_blank"">meer te maken</a> met agressie. De immuniteit tegen corona is onder de Nederlandse bevolking <a href=""https://www.ad.nl/binnenland/drie-op-de-tien-wanen-zich-immuun-experts-maken-zich-zorgen~ac130252/"" rel=""noreferrer noopener nofollow"" target=""_blank"">maximaal 10 procent</a>. Ook in 2021 krijgen <a href=""https://www.ad.nl/binnenland/viroloog-koopmans-ik-houd-mijn-adem-in-de-komende-weken-zijn-cruciaal~ab2286df/"" rel=""noreferrer noopener nofollow"" target=""_blank"">festivals het moeilijk</a>. Een café in Hoofddorp is gesloten. Het vrouwenelftal van PSV is in <a href=""https://www.psv.nl/vrouwen/nieuws/artikel/meerdere-coronagevallen-bij-psv-vrouwen.htm"" rel=""noreferrer noopener nofollow"" target=""_blank"">quarantaine geplaatst</a>. Vijftig inwoners van het <a href=""https://www.rtlnieuws.nl/nieuws/nederland/artikel/5178870/corona-azc-delfzijl-musselkanaal-uitbraak-quarantaine-asielzoekers"" rel=""noreferrer noopener"" target=""_blank"">asielzoekerscentrum in Delfzijl</a> overkomt hetzelfde. De WHO raadt mondmaskers aan voor kinderen vanaf twaalf jaar oud. Amsterdam handhaaft sinds deze dag op het niet dragen van een mondkapje. Op het <a href=""https://nos.nl/artikel/2345627-grapperhaus-spijt-van-overtreden-coronaregels-bij-huwelijk.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">huwelijksfeest van minister Grapperhaus </a>overtreden de gasten de coronamaatregelen."
2020-08-23,"  . Rotterdam handhaaft sinds deze dag op het niet dragen van een mondkapje. Steeds meer gemeenten annuleren <a href=""https://www.rtvutrecht.nl/nieuws/2085433/"" rel=""noreferrer noopener nofollow"" target=""_blank"">de Sinterklaasintocht</a>. Een aantal hallen op de bazaar in Beverwijk moet <a href=""https://www.debazaar.nl/persbericht-de-bazaar-overvallen-door-onnodige-sluiting-van-veiligheidsregio-kennermeland/"" rel=""noreferrer noopener nofollow"" target=""_blank"">worden gesloten</a>. De sluiting <a href=""https://www.rtlnieuws.nl/nieuws/nederland/artikel/5178946/bazaar-beverwijk-dicht-weigeren-coronavirus-covid-19"" rel=""noreferrer noopener"" target=""_blank"">wordt genegeerd</a>. Op het Malieveld is weer een protest tegen de coronamaatregelen. Dit keer georganiseerd door het Algemeen Burger Collectief. De Koning houdt zich niet aan de <a href=""https://nos.nl/artikel/2345189-koning-en-koningin-schenden-coronaregel-op-vakantie-in-griekenland.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">1,5 meter maatregel</a>."
2020-08-24,"  . Diverse leden van het OMT willen dat ouderen worden afgeschermd, zodat jongeren meer <a href=""https://www.ad.nl/binnenland/scherm-ouderen-en-kwetsbaren-af-zodat-jongeren-bewegingsruimte-houden~a0d5e53d/"" rel=""noreferrer noopener nofollow"" target=""_blank"">bewegingsruimte krijgen</a>. Op drie nertsenfokkerijen <a href=""https://www.rijksoverheid.nl/actueel/nieuws/2020/08/24/nieuwe-besmettingen-en-een-verdenking-covid-19-bij-nertsenbedrijven"" rel=""noreferrer noopener nofollow"" target=""_blank"">zijn besmettingen</a> vastgesteld. De Koning <a href=""https://www.rtlnieuws.nl/nieuws/nederland/artikel/5179057/koning-afstand-anderhalve-meter"" rel=""noreferrer noopener nofollow"" target=""_blank"">reageert</a> op de foto van gisteren. De GGD roept op alleen te testen bij klachten. Bali blijft de rest van het jaar gesloten. Op last van het ministerie stopt de GGD met het <a href=""https://nos.nl/artikel/2351295-ggd-s-niet-klaar-nu-aangekondigd-extra-testmateriaal-er-ook-echt-is.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">opschalen</a> van de teststraten. Het reisadvies voor <a href=""https://www.ad.nl/binnenland/reisadvies-aangescherpt-heel-spanje-en-nieuwe-delen-frankrijk-op-oranje~a64a67b5/"" rel=""noreferrer noopener nofollow"" target=""_blank"">heel Spanje</a> en delen van Frankrijk is op oranje gesteld. "
2020-08-25,"  . In Nederland is een <a href=""https://nos.nl/artikel/2345309-ook-herbesmettingen-in-nederland-en-belgie.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">herbesmetting aangetoond</a>. Deskundigen zijn optimistisch over de <a href=""https://nos.nl/artikel/2345329-na-weken-van-waarschuwingen-zeggen-deskundigen-nu-het-gaat-best-goed.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">ontwikkelingen in Nederland</a>. Medewerkers van evenementenorganisaties demonstreren <a href=""https://www.rtlnieuws.nl/economie/bedrijven/artikel/5179297/evenementenbranche-op-malieveld-vandaag"" rel=""noreferrer noopener nofollow"" target=""_blank"">op het Malieveld</a>. De helft van de besmette bloeddonoren heeft <a href=""https://nos.nl/artikel/2345403-mensen-kunnen-slecht-inschatten-of-ze-corona-hebben.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">zelf niet in de gaten gehad</a> dat ze corona hadden. De coronamelder-app is 1 miljoen keer gedownload. Een kwart van alle besmettingen is de afgelopen week geïmporteerd door reizigers. Personeel van Ryanair Spanje en Transavia Nederland <a href=""https://www.spanjevandaag.com/24/08/2020/personeel-van-ryanair-spanje-en-transavia-nederland-positief-op-corona-getest/"" rel=""noreferrer noopener nofollow"" target=""_blank"">is positief getest</a> op corona. De defensietop zegt dat het inlichtingenwerk op de eigen bevolking binnen de eigen gelederen <a href=""https://www.nrc.nl/nieuws/2020/11/15/hoe-het-leger-zijn-eigen-bevolking-in-de-gaten-houdt-a4020169"" rel=""noreferrer noopener nofollow"" target=""_blank"">ongewenst is</a>."
2020-08-26,"  . Het 41e nertsenbedrijf <a href=""https://www.rijksoverheid.nl/actueel/nieuws/2020/08/26/nieuwe-besmetting-covid-19-bij-nertsenbedrijf"" rel=""noreferrer noopener nofollow"" target=""_blank"">is besmet verklaard</a>. D66 vraagt zich af of <a href=""https://www.ad.nl/politiek/d66-worden-nertsen-opzettelijk-besmet-met-corona~af857047/"" rel=""noreferrer noopener nofollow"" target=""_blank"">er opzet in het spel is</a>. Horecaondernemers overtreden de privacywetgeving <a href=""https://www.volkskrant.nl/nieuws-achtergrond/horecaondernemers-moeten-persoonsgegevens-registreren-en-bewaren-maar-aan-privacy-is-niet-gedacht~b287337c/"" rel=""noreferrer noopener nofollow"" target=""_blank"">met contactgegevens van klanten</a>. Rond de introductieweek van de Universiteit Wageningen is een uitbraak ontstaan. Rotterdam komt met app die drukte in stad meet. De teststraat op Schiphol kan maar 20% van de reizigers testen die ze moet kunnen testen. Laboratoria kunnen de  coronatests <a href=""https://nos.nl/artikel/2345536-laboratoria-kunnen-coronatests-nauwelijks-aan-ggd-s-mogen-niet-uitbreiden.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">nauwelijks nog aan</a>. Er blijken nu <a href=""https://www.rtlnieuws.nl/nieuws/nederland/artikel/5179697/herbesmetting-coronavirus-tweede-keer-nederland-vier-mensen"" rel=""noreferrer noopener nofollow"" target=""_blank"">vier herbesmettingen</a> in Nederland bekend te zijn. Het aantal positief geteste personen op Schiphol wordt <a href=""https://nos.nl/nieuwsuur/artikel/2345541-slechts-7200-passagiers-getest-op-schiphol-sinds-opening-teststraat.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">niet bekend gemaakt</a> om onrust te voorkomen. In Drenthe wordt voor het eerst de <a href=""https://www.rtvdrenthe.nl/nieuws/162567/Eerste-waarschuwing-met-coronamelder-in-Drenthe-verstuurd"" rel=""noreferrer noopener nofollow"" target=""_blank"">coronamelder gebruikt</a>."
2020-08-27," . Er komt een <a href=""https://www.rtlnieuws.nl/nieuws/politiek/artikel/5179735/begroting-2021-coalitiepartijen-akkoord"" rel=""noreferrer noopener nofollow"" target=""_blank"">derde steunpakket</a> voor bedrijven dat doorloopt tot juli, maar soberder is. Nertsenfokkers zijn boos over <a href=""https://nos.nl/artikel/2345628-nertsenfokkers-vinden-dat-ze-een-trap-na-krijgen-van-kamerlid-d66.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">politieke uitspraken</a> over hun branche. Nertsenfokkers moeten <a href=""https://nos.nl/artikel/2345662-kabinet-maakt-eind-aan-nertsenfokkerij-alle-bedrijven-volgend-jaar-dicht.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">deze winter stoppen</a>, zodat er geen coronareservoirs ontstaan. "
2020-08-28,"  Het producentenvertrouwen is gestegen tot -5,4. Nederlandse toeristen zijn niet meer welkom in Cyprus en Oekraïne. Slowakije plaatst Nederlanders in quarantaine. Eind september krijgen de eerste personen <a href=""https://nos.nl/artikel/2345747-eerste-nederlandse-vrijwilligers-krijgen-volgende-maand-coronavaccin.html"" rel=""noreferrer noopener"" target=""_blank"">een coronavaccin</a>. Amsterdam en Rotterdam stoppen met de mondkapjesplicht. Nederland vraagt hulp aan Duitse laboratoria om de coronatestcapaciteit te verhogen. De coronamelder blijkt <a href=""https://www.rtlnieuws.nl/nieuws/nederland/artikel/5179852/corona-app-coronamelder-spookmeldingen-notificatie-loos-alarm"" rel=""noreferrer noopener"" target=""_blank"">spookmeldingen</a> te versturen. Oplichters versturen <a href=""https://twitter.com/rivm/status/1299368780737515523"" rel=""noreferrer noopener"" target=""_blank"">coronawaarschuwingen</a> namens het RIVM. Het betaald voetbal start op met oefenwedstrijden. De politie grijpt in bij een bijeenkomst van autoliefhebbers in Drachten. Het reproductiegetal is 1,38."
2020-08-29,"  . Er zijn meer gebieden in Frankrijk met een negatief reisadvies, waaronder Disneyland Parijs. In een Hilversums verpleeghuis is een uitbraak. De Tour de France is gestart. Een café in Nijmegen moet dicht."
2020-08-30,"  . In Amstelveen is een <a href=""https://www.at5.nl/artikelen/204120/politie-beeindigt-illegaal-feest-met-honderden-mensen-in-amstelveen"" rel=""noreferrer noopener"" target=""_blank"">illegaal feest beëindigd</a>. De politie roept op dit soort feesten vooraan te melden via bijvoorbeeld <a href=""https://twitter.com/Politie_Aveen/status/1300027216584232962"" rel=""noreferrer noopener"" target=""_blank"">Misdaad Anoniem</a>. Horeca-ondernemers willen het <a href=""https://nos.nl/artikel/2346034-horeca-ondernemers-willen-terrasseizoen-verlengen-alkmaar-zet-in-op-overkapping.html"" rel=""noreferrer noopener"" target=""_blank"">terrasseizoen verlengen</a>. In <a href=""https://www.gelderlander.nl/oude-ijsselstreek/cafes-gesloten-en-trainingen-geschrapt-na-explosieve-stijging-coronabesmettingen-bij-sc-silvolde~a74e0da3/"" rel=""noreferrer noopener"" target=""_blank"">Silvolde</a> en <a href=""https://www.rtvutrecht.nl/sport/2085851/montfoort-s-v-19-zegt-wedstrijden-af-na-coronabesmettingen.html"" rel=""noreferrer noopener"" target=""_blank"">Montfoort</a> zijn uitbraken."
